SampleID,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,control,SampleType,Updown_pooling_18mo,Openmature_pooling,Updown_pooling_18mo_36mo,Procrustes_down,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,db,dm,dt,L,volume,W_density,Log_mass_ini,Log_Bark_Dry_weight_g,Log_No_Bark_Dry_weight_g,Log_mass_final,ML,ML_percent,t,incubation_time,Bark_thickness_T1,Bark_thickness_T2,Bark_thickness_T3,Bark_thickness_T4,Per_WSG_loss,Termi.assum,W_Carb,W_Nitro,W_Phosp,W_Pota,W_Lignin,W_Cellu,W_Hemicellu,W_Sugar,W_Fiber_content,W_Carb_Nitro_ratio,W_Lignin_Nitro_ratio,W_Lignin_Carb_ratio,B_Carb,B_Nitro,B_Phosp,B_Pota,B_Lignin,B_Cellu,B_Hemicellu,B_Sugar,B_Tannin,B_Carb_Nitro_ratio,B_Lignin_Nitro_ratio,B_Lignin_Carb_ratio
MD277,J,Regenerating_forest,7,9,7269,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7269,06/11/2011,0.687076644,0.853662979,Coll_6,10/12/2014,0.915625,0.516129032,,8.2,8.5,7.8,50.6,2762.539908,0.725552417,2004.367506,78.91,785.01,864.79,1139.577506,56.85471864,1130,36mo,3.21,3.13,3.14,5.08,39.5394851,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
68,J,Regenerating_forest,7,5,7267,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7267,06/11/2011,0.687076644,0.853662979,Coll_6,10/12/2014,0.635142857,0.546875,,11.4,10.9,10.9,50.4,4776.543971,0.725552417,3465.633022,37.92,2033.54,2071.93,1393.703022,40.21496255,1130,36mo,10.22,5.72,6.74,8.96,35.9378334,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD8,J,Regenerating_forest,7,9,7269,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7269,06/11/2011,0.687076644,0.853662979,Coll_4,31/05/2013,0.459893048,0.570121951,,8.2,8.5,7.8,50.6,2762.539908,0.725552417,2004.367506,78.91,785.01,864.79,1139.577506,56.85471864,572,18mo,3.21,3.13,3.14,5.08,33.2146332,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD293,K,Regenerating_forest,58,1,7277,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7277,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.88425,0.43956044,,9.1,8.4,9,50.8,2966.100997,0.658205286,1952.303354,40.06,1033.58,1074.76,877.5433544,44.94912907,1134,36mo,4.24,4.4,3.24,5.81,42.7984472,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M262,K,Regenerating_forest,58,5,7273,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7273,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.477272727,0.505747126,,8.8,8,7.6,51.2,2621.847854,0.658205286,1725.714116,43.76,759.19,804,921.7141161,53.41059145,572,18mo,5.7,3.25,2.94,4.16,34.1853398,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD29,K,Regenerating_forest,58,9,7274,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7274,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.272727273,0.597826087,,9,8.5,8.3,51.8,2975.939681,0.658205286,1958.779228,110.22,785.86,898.68,1060.099228,54.12040381,572,18mo,4.92,3.98,4.24,4.32,22.2027795,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD291,K,Regenerating_forest,58,7,7275,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7275,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.844230769,0.317073171,,8,8,7.6,50.4,2492.213161,0.658205286,1640.387876,86.15,627.94,715.45,924.9378759,56.38531529,1134,36mo,4.07,4.31,3.27,3.64,58.7381482,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M28,K,Initial,NA,NA,NA,0mo,Castanopsis_mekongensis,Initial,No,Initial,Yes,Yes,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
72,K,Regenerating_forest,58,5,7273,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7273,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.553958333,0.64,,8.8,8,7.6,51.2,2621.847854,0.658205286,1725.714116,43.76,759.19,804,921.7141161,53.41059145,1134,36mo,5.7,3.25,2.94,4.16,16.7145392,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD292,K,Regenerating_forest,58,3,7278,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7278,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.492758621,0.610526316,,10.5,9.5,9.3,49.2,3591.993764,0.658205286,2364.269282,105.39,1260.45,1367.94,996.329282,42.14110844,1134,36mo,7.11,6.49,4.84,7.27,20.5500538,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD28,K,Regenerating_forest,58,1,7277,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7277,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.361607143,0.575835476,,9.1,8.4,9,50.8,2966.100997,0.658205286,1952.303354,40.06,1033.58,1074.76,877.5433544,44.94912907,572,18mo,4.24,4.4,3.24,5.81,25.0644954,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
23,K,Regenerating_forest,90,5,7276,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7276,01/11/2011,0.665795126,0.768441447,Coll_3,16/12/2012,0.642241379,0.651685393,,9.4,9.2,9,51,3390.815573,0.658205286,2231.852733,102.29,1109.08,1212.64,1019.212733,45.66666599,411,12mo,4.5,5.52,6.22,4.73,15.1938776,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
17,K,Regenerating_forest,58,5,7273,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7273,05/11/2011,0.665795126,0.768441447,Coll_3,04/12/2012,0.700460829,0.55216285,,8.8,8,7.6,51.2,2621.847854,0.658205286,1725.714116,43.76,759.19,804,921.7141161,53.41059145,395,12mo,5.7,3.25,2.94,4.16,28.1450978,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD295,K,Regenerating_forest,58,5,7273,36mo,Castanopsis_mekongensis,up,No,Down,,,Yes,,7273,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.462195122,0.476744186,,8.8,8,7.6,51.2,2621.847854,0.658205286,1725.714116,43.76,759.19,804,921.7141161,53.41059145,1134,36mo,5.7,3.25,2.94,4.16,37.959595,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M274,K,Regenerating_forest,90,5,7276,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7276,01/11/2011,0.665795126,0.768441447,Coll_4,27/05/2013,0.24535316,0.674185464,,9.4,9.2,9,51,3390.815573,0.658205286,2231.852733,102.29,1109.08,1212.64,1019.212733,45.66666599,573,18mo,4.5,5.52,6.22,4.73,12.265864,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
78,K,Regenerating_forest,90,5,7276,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7276,01/11/2011,0.665795126,0.768441447,Coll_6,09/12/2014,1.002121212,0.5,,9.4,9.2,9,51,3390.815573,0.658205286,2231.852733,102.29,1109.08,1212.64,1019.212733,45.66666599,1134,36mo,4.5,5.52,6.22,4.73,34.9332338,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD26,K,Regenerating_forest,58,7,7275,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7275,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.221374046,0.555084746,,8,8,7.6,50.4,2492.213161,0.658205286,1640.387876,86.15,627.94,715.45,924.9378759,56.38531529,572,18mo,4.07,4.31,3.27,3.64,27.7648612,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M261,K,Regenerating_forest,58,5,7273,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7273,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.366666667,0.672268908,,8.8,8,7.6,51.2,2621.847854,0.658205286,1725.714116,43.76,759.19,804,921.7141161,53.41059145,572,18mo,5.7,3.25,2.94,4.16,12.5152722,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD294,K,Regenerating_forest,58,9,7274,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7274,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.858703704,0.282722513,,9,8.5,8.3,51.8,2975.939681,0.658205286,1958.779228,110.22,785.86,898.68,1060.099228,54.12040381,1134,36mo,4.92,3.98,4.24,4.32,63.2083207,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD27,K,Regenerating_forest,58,3,7278,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7278,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.482758621,0.745884774,,10.5,9.5,9.3,49.2,3591.993764,0.658205286,2364.269282,105.39,1260.45,1367.94,996.329282,42.14110844,572,18mo,7.11,6.49,4.84,7.27,2.9353795,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD319,K,Regenerating_forest,90,5,7276,36mo,Castanopsis_mekongensis,up,No,Down,,,Yes,,7276,01/11/2011,0.665795126,0.768441447,Coll_6,09/12/2014,0.6325,0.571428571,,9.4,9.2,9,51,3390.815573,0.658205286,2231.852733,102.29,1109.08,1212.64,1019.212733,45.66666599,1134,36mo,4.5,5.52,6.22,4.73,25.6379814,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M273,K,Regenerating_forest,90,5,7276,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7276,01/11/2011,0.665795126,0.768441447,Coll_4,27/05/2013,0.256410256,0.597701149,,9.4,9.2,9,51,3390.815573,0.658205286,2231.852733,102.29,1109.08,1212.64,1019.212733,45.66666599,573,18mo,4.5,5.52,6.22,4.73,22.219038,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD206,L,Mature_forest,365,7,7283,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7283,29/10/2011,0.792959296,0.734159835,Coll_4,22/06/2013,0.632958801,0.455631399,,11,10.8,10.5,50,4567.156274,0.628239685,2869.268818,280.72,1859.45,2142.96,726.3088182,25.31337648,602,18mo,6.65,5,4.4,4.4,37.938392,1,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
57,L,Regenerating_forest,381,5,7286,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7286,27/10/2011,0.792959296,0.734159835,Coll_3,27/12/2012,0.733333333,0.523255814,,11.7,11.6,11,49,5106.446055,0.628239685,3208.07206,316.15,2112.66,2430.65,777.4220603,24.2333104,427,12mo,4.04,6.26,4.47,5.11,28.7272622,0,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD249,L,Mature_forest,398,3,7279,18mo,Castanopsis_mekongensis,down,No,Down,,,,,7279,30/10/2011,0.792959296,0.734159835,Coll_4,12/06/2013,1.218461538,0.521669342,,11.7,11,10,50,4718.214537,0.628239685,2964.169614,293.77,1973.25,2276.56,687.6096137,23.19737745,591,18mo,4.95,6.31,4.95,3.64,28.9433558,0,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD471,L,Regenerating_forest,381,3,7284,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7284,27/10/2011,0.792959296,0.734159835,Coll_6,18/12/2014,1.16,0.512195122,,11.4,10.7,10.4,50,4555.833449,0.628239685,2862.15537,188.11,1597.17,1786.81,1075.34537,37.57117385,1148,36mo,5.34,5.11,3.89,5.65,30.2338404,1,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M350,L,Mature_forest,398,5,7279,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7279,30/10/2011,0.792959296,0.734159835,Coll_4,12/06/2013,0.720588235,0.686868687,,11.7,11,10,50,4718.214537,0.628239685,2964.169614,293.77,1973.25,2276.56,687.6096137,23.19737745,591,18mo,NA,NA,NA,NA,NA,NA,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M29,L,Initial,NA,NA,NA,0mo,Castanopsis_mekongensis,Initial,No,Initial,Yes,Yes,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M349,L,Mature_forest,398,5,7279,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7279,30/10/2011,0.792959296,0.734159835,Coll_4,12/06/2013,1.218461538,0.521669342,,11.7,11,10,50,4718.214537,0.628239685,2964.169614,293.77,1973.25,2276.56,687.6096137,23.19737745,591,18mo,NA,NA,NA,NA,NA,NA,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD450,L,Mature_forest,365,7,7283,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7283,29/10/2011,0.792959296,0.734159835,Coll_6,16/12/2014,0.7552,0.561797753,,11,10.8,10.5,50,4567.156274,0.628239685,2869.268818,280.72,1859.45,2142.96,726.3088182,25.31337648,1144,36mo,6.65,5,4.4,4.4,23.4774601,1,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
9,L,Regenerating_forest,NA,NA,L,0mo,Castanopsis_mekongensis,Initial,No,PilotSample,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M341,L,Regenerating_forest,381,5,7286,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7286,27/10/2011,0.792959296,0.734159835,Coll_4,22/06/2013,0.55,0.517799353,,11.7,11.6,11,49,5106.446055,0.628239685,3208.07206,316.15,2112.66,2430.65,777.4220603,24.2333104,604,18mo,4.04,6.26,4.47,5.11,29.4704874,0,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
112,L,Regenerating_forest,381,5,7286,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7286,27/10/2011,0.792959296,0.734159835,Coll_6,18/12/2014,1.029310345,0.483333333,,11.7,11.6,11,49,5106.446055,0.628239685,3208.07206,316.15,2112.66,2430.65,777.4220603,24.2333104,1148,36mo,4.04,6.26,4.47,5.11,34.1651082,0,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD246,L,Mature_forest,398,9,7280,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7280,30/10/2011,0.792959296,0.734159835,Coll_4,12/06/2013,1.180327869,0.471649485,,9.5,9.2,9.4,50.4,3411.949069,0.628239685,2143.521808,156.11,666.46,829.15,1314.371808,61.3183315,591,18mo,5.08,3.22,4.47,6.68,35.7565667,0,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD472,L,Regenerating_forest,381,5,7286,36mo,Castanopsis_mekongensis,up,No,Down,,,Yes,,7286,27/10/2011,0.792959296,0.734159835,Coll_6,18/12/2014,0.811428571,0.595744681,,11.7,11.6,11,49,5106.446055,0.628239685,3208.07206,316.15,2112.66,2430.65,777.4220603,24.2333104,1148,36mo,4.04,6.26,4.47,5.11,18.8535449,0,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD227,L,Regenerating_forest,381,3,7284,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7284,27/10/2011,0.792959296,0.734159835,Coll_4,22/06/2013,0.535211268,0.525925926,,11.4,10.7,10.4,50,4555.833449,0.628239685,2862.15537,188.11,1597.17,1786.81,1075.34537,37.57117385,604,18mo,5.34,5.11,3.89,5.65,28.363566,1,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
116,L,Mature_forest,398,5,7279,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7279,30/10/2011,0.792959296,0.734159835,Coll_6,16/01/2015,1.517241379,0.397260274,,11.7,11,10,50,4718.214537,0.628239685,2964.169614,293.77,1973.25,2276.56,687.6096137,23.19737745,1174,36mo,NA,NA,NA,NA,NA,NA,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M342,L,Regenerating_forest,381,5,7286,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7286,27/10/2011,0.792959296,0.734159835,Coll_4,22/06/2013,0.878947368,0.487179487,,11.7,11.6,11,49,5106.446055,0.628239685,3208.07206,316.15,2112.66,2430.65,777.4220603,24.2333104,604,18mo,4.04,6.26,4.47,5.11,33.6412231,0,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD490,L,Mature_forest,398,3,7279,36mo,Castanopsis_mekongensis,up,No,Down,,,,,7279,30/10/2011,0.792959296,0.734159835,Coll_6,16/01/2015,0.931034483,0.298969072,,11.7,11,10,50,4718.214537,0.628239685,2964.169614,293.77,1973.25,2276.56,687.6096137,23.19737745,1174,36mo,4.95,6.31,4.95,3.64,59.2773865,0,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD488,L,Mature_forest,398,9,7280,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7280,30/10/2011,0.792959296,0.734159835,Coll_6,16/01/2015,3.6,0.18404908,,9.5,9.2,9.4,50.4,3411.949069,0.628239685,2143.521808,156.11,666.46,829.15,1314.371808,61.3183315,1174,36mo,5.08,3.22,4.47,6.68,74.9306525,0,47.8,3.11,0.06,0.83,26.01,49.5,15.74,0.29,73.83,15.36977492,8.363344051,0.544142259,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M266,M,Mature_forest,75,5,7287,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7287,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.340425532,0.476351351,,11.9,9,9.7,52,3809.757471,0.600673801,2288.421501,0,221,221,2067.421501,90.34268818,572,18mo,10.32,10.82,9.52,9.52,33.4271091,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD299,M,Mature_forest,75,3,7290,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7290,01/11/2011,0.811723304,0.715533522,Coll_6,09/12/2014,0.745652174,0.450980392,,11,10,9.7,50.6,4074.064141,0.600673801,2447.183593,130.95,494.16,625.43,1821.753593,74.4428656,1134,36mo,14.95,13.85,9.9,9.9,36.9728492,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M265,M,Mature_forest,75,5,7287,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7287,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.282608696,0.455445545,,11.9,9,9.7,52,3809.757471,0.600673801,2288.421501,0,221,221,2067.421501,90.34268818,572,18mo,10.32,10.82,9.52,9.52,36.3488181,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD37,M,Mature_forest,75,3,7290,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7290,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.519774011,0.537993921,,11,10,9.7,50.6,4074.064141,0.600673801,2447.183593,130.95,494.16,625.43,1821.753593,74.4428656,572,18mo,14.95,13.85,9.9,9.9,24.8121989,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
