SampleID,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,control,SampleType,Updown_pooling_18mo,Openmature_pooling,Updown_pooling_18mo_36mo,Procrustes_down,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,db,dm,dt,L,volume,W_density,Log_mass_ini,Log_Bark_Dry_weight_g,Log_No_Bark_Dry_weight_g,Log_mass_final,ML,ML_percent,t,incubation_time,Bark_thickness_T1,Bark_thickness_T2,Bark_thickness_T3,Bark_thickness_T4,Per_WSG_loss,Termi.assum,W_Carb,W_Nitro,W_Phosp,W_Pota,W_Lignin,W_Cellu,W_Hemicellu,W_Sugar,W_Fiber_content,W_Carb_Nitro_ratio,W_Lignin_Nitro_ratio,W_Lignin_Carb_ratio,B_Carb,B_Nitro,B_Phosp,B_Pota,B_Lignin,B_Cellu,B_Hemicellu,B_Sugar,B_Tannin,B_Carb_Nitro_ratio,B_Lignin_Nitro_ratio,B_Lignin_Carb_ratio
MD301,M,Mature_forest,75,7,7289,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7289,01/11/2011,0.811723304,0.715533522,Coll_6,09/12/2014,0.6908,0.490196078,,9.4,9.7,9.4,50.2,3634.380136,0.600673801,2183.076931,0,437.81,437.81,1745.266931,79.94527844,1134,36mo,7.51,7.54,10.54,9.68,31.4922274,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
74,M,Mature_forest,75,5,7287,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7287,01/11/2011,0.811723304,0.715533522,Coll_6,09/12/2014,0.320776699,0.565934066,,11.9,9,9.7,52,3809.757471,0.600673801,2288.421501,0,221,221,2067.421501,90.34268818,1134,36mo,10.32,10.82,9.52,9.52,20.9074001,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD300,M,Mature_forest,75,5,7287,36mo,Castanopsis_mekongensis,up,No,Down,,,Yes,,7287,01/11/2011,0.811723304,0.715533522,Coll_6,09/12/2014,0.406829268,0.611940299,,11.9,9,9.7,52,3809.757471,0.600673801,2288.421501,0,221,221,2067.421501,90.34268818,1134,36mo,10.32,10.82,9.52,9.52,14.4777597,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD38,M,Mature_forest,75,5,7287,18mo,Castanopsis_mekongensis,down,No,Down,Yes,,Yes,,7287,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.282608696,0.455445545,,11.9,9,9.7,52,3809.757471,0.600673801,2288.421501,0,221,221,2067.421501,90.34268818,572,18mo,10.32,10.82,9.52,9.52,36.3488181,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD36,M,Mature_forest,75,9,7288,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7288,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.371287129,0.507537688,,9.8,10.1,9.5,50.6,3936.559757,0.600673801,2364.588312,13.38,644.11,657.76,1706.828312,72.18289557,572,18mo,8.11,10.29,7.4,9.29,29.0686359,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD298,M,Mature_forest,75,9,7288,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7288,01/11/2011,0.811723304,0.715533522,Coll_6,09/12/2014,0.481111111,0.580645161,,9.8,10.1,9.5,50.6,3936.559757,0.600673801,2364.588312,13.38,644.11,657.76,1706.828312,72.18289557,1134,36mo,8.11,10.29,7.4,9.29,18.8514384,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M30,M,Initial,NA,NA,NA,0mo,Castanopsis_mekongensis,Initial,No,Initial,Yes,Yes,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD39,M,Mature_forest,75,7,7289,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7289,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.62745098,0.53125,,9.4,9.7,9.4,50.2,3634.380136,0.600673801,2183.076931,0,437.81,437.81,1745.266931,79.94527844,572,18mo,7.51,7.54,10.54,9.68,25.7547014,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
19,M,Mature_forest,75,5,7287,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7287,01/11/2011,0.811723304,0.715533522,Coll_3,17/12/2012,0.896969697,0.514018692,,11.9,9,9.7,52,3809.757471,0.600673801,2288.421501,0,221,221,2067.421501,90.34268818,412,12mo,10.32,10.82,9.52,9.52,28.1628777,1,47.5,2.61,0.08,1.86,20.93,54.27,17.11,0.26,74.59,18.19923372,8.019157088,0.440631579,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD239,N,Open_land,382,3,7401,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7401,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.378378378,0.606557377,,11,9.1,9.7,51,3647.23632,0.588120645,2145.014977,92.33,657.05,751.49,1393.524977,64.96574578,603,18mo,5.67,4.97,5.4,5.14,12.6195554,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD454,N,Mature_forest,365,1,7291,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7291,29/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.662727273,0.325443787,,9.1,8.3,8.1,50.8,2819.342004,0.588120645,1658.113238,174.24,663.56,840.5,817.6132382,49.30985529,1144,36mo,7.76,6.21,5.69,4.95,53.1166813,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD451,N,Mature_forest,365,3,7294,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7294,29/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.615,0.380165289,,8.6,7.7,8.1,50.2,2475.555125,0.588120645,1455.925077,170.41,784.87,956.66,499.2650772,34.29194847,1144,36mo,3.77,8.33,4.86,4.11,45.2335208,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
53,N,Mature_forest,365,5,7295,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7295,29/10/2011,0.687241094,0.69415689,Coll_3,25/12/2012,0.894578313,0.684536082,,11.7,10.3,10.7,51.8,4581.925949,0.588120645,2694.725245,276.27,1889.18,2167.42,527.3052451,19.56805229,423,12mo,5.53,5.85,6.52,6.23,1.3859701,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M31,N,Initial,NA,NA,NA,0mo,Castanopsis_mekongensis,Initial,No,Initial,Yes,Yes,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD230,N,Regenerating_forest,381,1,7402,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7402,27/10/2011,0.687241094,0.69415689,Coll_4,22/06/2013,0.458333333,0.705882353,,11.9,12.6,11.4,49.4,5862.544238,0.588120645,3447.883299,403.33,2216.15,2623.31,824.5732994,23.91534828,604,18mo,8.22,7.24,8.56,6.33,19.23127715,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M333,N,Mature_forest,365,5,7295,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7295,29/10/2011,0.687241094,0.69415689,Coll_4,22/06/2013,1.053763441,0.576446281,,11.7,10.3,10.7,51.8,4581.925949,0.588120645,2694.725245,276.27,1889.18,2167.42,527.3052451,19.56805229,602,18mo,5.53,5.85,6.52,6.23,16.9573494,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M346,N,Open_land,382,5,7400,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7400,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.25,0.553191489,,11.3,10.8,10.6,50,4624.752145,0.588120645,2719.912215,87.85,1096.88,1188.28,1531.632215,56.31182531,603,18mo,6.66,5.22,6.19,5.42,20.3074265,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
108,N,Mature_forest,365,5,7295,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7295,29/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,2.055833333,0.339622642,,11.7,10.3,10.7,51.8,4581.925949,0.588120645,2694.725245,276.27,1889.18,2167.42,527.3052451,19.56805229,1144,36mo,5.53,5.85,6.52,6.23,51.0740804,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD484,N,Open_land,382,9,7298,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7298,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,0.992962963,0.496932515,,10.7,10.3,10.5,50.8,4316.323635,0.588120645,2538.519041,280.07,1385.73,1668.64,869.8790408,34.26718598,1146,36mo,4.89,7.3,4,5.92,28.4120747,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD453,N,Mature_forest,365,9,7293,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7293,29/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,2.172924528,0.318318318,,9.1,8.6,9,51,3068.570598,0.588120645,1804.68972,156.43,934.82,1094.01,710.6797197,39.37960702,1144,36mo,6.26,6.82,4.42,4.86,54.1431737,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD238,N,Open_land,382,7,7299,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7299,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.444,0.574712644,,11,9.5,10.5,50,3876.267613,0.588120645,2279.713009,206.93,1122.47,1331.05,948.6630093,41.61326472,603,18mo,2.96,3.36,4.95,6.11,17.2070965,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD240,N,Open_land,382,9,7298,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7298,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.330769231,0.600461894,,10.7,10.3,10.5,50.8,4316.323635,0.588120645,2538.519041,280.07,1385.73,1668.64,869.8790408,34.26718598,603,18mo,4.89,7.3,4,5.92,13.4976685,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M334,N,Mature_forest,365,5,7295,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7295,29/10/2011,0.687241094,0.69415689,Coll_4,22/06/2013,0.961373391,0.575308642,,11.7,10.3,10.7,51.8,4581.925949,0.588120645,2694.725245,276.27,1889.18,2167.42,527.3052451,19.56805229,602,18mo,5.53,5.85,6.52,6.23,17.1212372,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD482,N,Open_land,382,7,7299,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7299,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.737619048,0.375,,11,9.5,10.5,50,3876.267613,0.588120645,2279.713009,206.93,1122.47,1331.05,948.6630093,41.61326472,1146,36mo,2.96,3.36,4.95,6.11,45.9776305,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD302,N,Mature_forest,75,1,7292,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7292,01/11/2011,0.687241094,0.69415689,Coll_6,09/12/2014,0.937419355,0.5,,9,8.4,8,49.6,2773.909333,0.588120645,1631.393346,29.26,347.87,378.32,1253.073346,76.81000717,1134,36mo,6.95,5.85,4.63,3.67,27.970174,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD209,N,Mature_forest,365,9,7293,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7293,29/10/2011,0.687241094,0.69415689,Coll_4,22/06/2013,0.781609195,0.54375,,9.1,8.6,9,51,3068.570598,0.588120645,1804.68972,156.43,934.82,1094.01,710.6797197,39.37960702,602,18mo,6.26,6.82,4.42,4.86,21.6675642,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD483,N,Open_land,382,3,7401,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7401,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.855238095,0.183063512,,11,9.1,9.7,51,3647.23632,0.588120645,2145.014977,92.33,657.05,751.49,1393.524977,64.96574578,1146,36mo,5.67,4.97,5.4,5.14,73.6279342,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD207,N,Mature_forest,365,3,7294,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7294,29/10/2011,0.687241094,0.69415689,Coll_4,22/06/2013,0.781456954,0.436416185,,8.6,7.7,8.1,50.2,2475.555125,0.588120645,1455.925077,170.41,784.87,956.66,499.2650772,34.29194847,602,18mo,3.77,8.33,4.86,4.11,37.1300363,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD452,N,Mature_forest,365,5,7295,36mo,Castanopsis_mekongensis,up,No,Down,,,Yes,,7295,29/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,4.396285714,0.203488372,,11.7,10.3,10.7,51.8,4581.925949,0.588120645,2694.725245,276.27,1889.18,2167.42,527.3052451,19.56805229,1144,36mo,5.53,5.85,6.52,6.23,70.6855359,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD474,N,Regenerating_forest,381,1,7402,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7402,27/10/2011,0.687241094,0.69415689,Coll_6,18/12/2014,0.856283186,0.579487179,,11.9,12.6,11.4,49.4,5862.544238,0.588120645,3447.883299,403.33,2216.15,2623.31,824.5732994,23.91534828,1148,36mo,8.22,7.24,8.56,6.33,16.5192785,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M345,N,Open_land,382,5,7400,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7400,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.296442688,0.592505855,,11.3,10.8,10.6,50,4624.752145,0.588120645,2719.912215,87.85,1096.88,1188.28,1531.632215,56.31182531,603,18mo,6.66,5.22,6.19,5.42,14.6438127,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD236,N,Open_land,382,1,7296,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7296,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.28957529,0.764011799,,11.3,11,10.8,50.4,4805.044502,0.588120645,2825.945872,0,1271.77,1274.42,1551.525872,54.90288711,603,18mo,6.91,5.46,6.4,7.22,14.49203328,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
114,N,Open_land,382,5,7400,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7400,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.828868613,0.424148607,,11.3,10.8,10.6,50,4624.752145,0.588120645,2719.912215,87.85,1096.88,1188.28,1531.632215,56.31182531,1146,36mo,6.66,5.22,6.19,5.42,38.8972993,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD40,N,Mature_forest,75,1,7292,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7292,01/11/2011,0.687241094,0.69415689,Coll_4,26/05/2013,0.734693878,0.567567568,,9,8.4,8,49.6,2773.909333,0.588120645,1631.393346,29.26,347.87,378.32,1253.073346,76.81000717,572,18mo,6.95,5.85,4.63,3.67,18.2364137,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD480,N,Open_land,382,1,7296,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7296,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,0.910285714,0.448717949,,11.3,11,10.8,50.4,4805.044502,0.588120645,2825.945872,0,1271.77,1274.42,1551.525872,54.90288711,1146,36mo,6.91,5.46,6.4,7.22,35.3578484,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
59,N,Open_land,382,5,7400,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7400,27/10/2011,0.687241094,0.69415689,Coll_3,25/12/2012,0.387959866,0.575,,11.3,10.8,10.6,50,4624.752145,0.588120645,2719.912215,87.85,1096.88,1188.28,1531.632215,56.31182531,425,12mo,6.66,5.22,6.19,5.42,17.1657001,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD210,N,Mature_forest,365,1,7291,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7291,29/10/2011,0.687241094,0.69415689,Coll_4,22/06/2013,0.447619048,0.561497326,,9.1,8.3,8.1,50.8,2819.342004,0.588120645,1658.113238,174.24,663.56,840.5,817.6132382,49.30985529,602,18mo,7.76,6.21,5.69,4.95,19.1108906,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD481,N,Open_land,382,5,7400,36mo,Castanopsis_mekongensis,up,No,Down,Yes,,Yes,,7400,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.600833333,0.211143695,,11.3,10.8,10.6,50,4624.752145,0.588120645,2719.912215,87.85,1096.88,1188.28,1531.632215,56.31182531,1146,36mo,6.66,5.22,6.19,5.42,69.5827128,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD229,N,Regenerating_forest,381,9,7297,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7297,27/10/2011,0.687241094,0.69415689,Coll_4,22/06/2013,0.631178707,0.662468514,,10,9.7,9.7,51,3808.25867,0.588120645,2239.715546,213.26,1188.15,1403.27,836.4455458,37.34606153,604,18mo,6.24,5.59,4.13,5.17,4.5650164,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD473,N,Regenerating_forest,381,9,7297,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7297,27/10/2011,0.687241094,0.69415689,Coll_6,18/12/2014,1.140217391,0.31292517,,10,9.7,9.7,51,3808.25867,0.588120645,2239.715546,213.26,1188.15,1403.27,836.4455458,37.34606153,1148,36mo,6.24,5.59,4.13,5.17,54.9201089,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
41,O,Mature_forest,217,5,7405,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7405,24/11/2011,0.76403105,0.817441599,Coll_3,21/12/2012,0.478947368,0.510752688,,9.2,9,8.8,50.6,3219.563149,0.667721664,2149.772064,95.86,1037.73,1138.87,1010.902064,47.02368595,393,12mo,3.66,3.54,3.44,2.93,37.5181434,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD146,O,Mature_forest,217,3,7409,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7409,24/11/2011,0.76403105,0.817441599,Coll_4,10/06/2013,0.332335329,0.771362587,,10.5,10.7,10,49.8,4355.931006,0.667721664,2908.5495,170.95,1227.29,1405.23,1503.3195,51.6862271,564,18mo,8.63,7.58,4.74,6.22,5.6369792,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD367,O,Mature_forest,192,3,7410,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7410,24/11/2011,0.76403105,0.817441599,Coll_6,18/12/2014,0.955153846,0.580357143,,11.5,11,10.7,49.4,4725.290452,0.667721664,3155.178804,261.28,1405.28,1672.88,1482.298804,46.97986695,1120,36mo,14.56,12.86,8.2,7.95,29.0032286,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M310,O,Mature_forest,217,5,7405,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7405,24/11/2011,0.76403105,0.817441599,Coll_4,10/06/2013,0.405405405,0.524822695,,9.2,9,8.8,50.6,3219.563149,0.667721664,2149.772064,95.86,1037.73,1138.87,1010.902064,47.02368595,564,18mo,3.66,3.54,3.44,2.93,35.7969186,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
